giorno;mese;progessivo;santo
10;10;6;san Chiaro, primo vescovo di Nantes
10;10;7;san Cerbone, vescovo di Populonia
10;10;8;san Paolino, vescovo di York
10;10;9;santa Teodechilde, badessa
10;10;10;santa Tanca, vergine e martire
10;10;11;santi Daniele, Samuele, Angelo, Leone, Nicola e Ugolino e Domno, martiri francescani
10;10;12;san Giovanni, sacerdote, priore di un monastero dei canonici regolari
10;10;13;san Daniele Comboni, vescovo titolare di Claudiopoli di Isauria e vicario apostolico dell'Africa centrale, fondatore dei Figli del Cuore di Gesù e delle Pie Madri della Nigrizia
10;10;14;beata Maria Angela Truszkowska, vergine, fondatrice delle Suore di San Felice da Cantalice
10;10;15;beato Leone Wetma?ski, vescovo titolare di Camaco e ausiliare di P?ock, martire
10;10;16;beato Edoardo Detkens, martire.
11;10;1;san Giovanni XXIII, papa
11;10;2;san Filippo, diacono
11;10;3;santi Taraco, Probo e Andronico, martiri
11;10;4;santi Nicasio, Quirino, Scubicolo e Pienzia, martiri
11;10;5;san Santino, vescovo di Verdun
11;10;6;san Sarmata, abate e martire
11;10;7;san Firmino, vescovo di Uzès
11;10;8;san Canicio, abate
11;10;9;sant'Anastasio, apocrisario della Chiesa di Roma
11;10;10;san Gummario, soldato
11;10;11;san Bruno, vescovo di Colonia
11;10;12;san Gaudenzio, vescovo di Gniezno
11;10;13;san Meinardo, vescovo di Riga
11;10;14;beato Giacomo da Ulma, religioso domenicano
11;10;15;sant'Alessandro Sauli, barnabita, vescovo di Aleria e poi di Pavia
11;10;16;san Pietro Lê Tùy, sacerdote e martire
11;10;17;santa Maria Desolata Torres Acosta, vergine, fondatrice delle Serve di Maria
11;10;18;beato Angelo Ramos Velázquez, religioso salesiano e martire.
12;10;1;sant'Edisto, martire
12;10;2;santa Donnina, martire
12;10;3;santi Cipriano, Felice e 4964 compagni, martiri e confessori africani
12;10;4;san Felice IV, papa
12;10;5;san Massimiliano, vescovo di Lauriaco
12;10;6;san Rodobaldo, vescovo di Pavia
12;10;7;san Serafino da Montegranaro, cappuccino
12;10;8;beato Tommaso Bullaker, sacerdote francescano e martire
12;10;9;beato Giuseppe Gonzales Huguet, sacerdote e martire
12;10;10;beato Pacifico Salcedo Puchades, cappuccino
12;10;11;beato Romano Sitko, sacerdote e martire.
13;10;1;san Teofilo, vescovo di Antiochia
13;10;2;santi Fausto, Gennaro e Marziale, martiri
13;10;3;san Fiorenzo, martire
13;10;4;san Romolo, vescovo di Genova
13;10;5;san Lubenzio, sacerdote
13;10;6;san Venanzio, abate
13;10;7;san Leobono, solitario
13;10;8;san Comgano, abate
13;10;9;san Simberto, abate di Murbach e poi vescovo di Augusta
13;10;10;san Geraldo
13;10;11;conte di Aurillac
13;10;12;san Luca, abate di rito orientale
13;10;13;beato Gerardo, fondatore e primo superiore dell'Ordine di san Giovanni di Gerusalemme
13;10;14;santa Chelidonia, vergine
13;10;15;beata Maddalena Panattieri, vergine domenicana.
14;10;1;san Callisto I, papa e martire
14;10;2;san Lupulo, martire
14;10;3;san Gaudenzio, primo vescovo di Rimini
14;10;4;san Donaziano, vescovo di Reims
14;10;5;san Fortunato, vescovo di Todi
14;10;6;santa Menechilde, vergine
14;10;7;san Venanzio, vescovo di Luni
14;10;8;santa Andagrisma, badessa
14;10;9;san Domenico, sacerdote camaldolese
14;10;10;beato Giacomo Laigneau de Langellerie, sacerdote e martire
14;10;11;beata Anna Maria Aranda Riera, vergine e martire
14;10;12;beati Stanislao Mysakowski e Francesco Ros?aniec, sacerdoti e martiri
14;10;13;beato Romano Lysko, sacerdote e martire.
15;10;1;santa Teresa di Gesù, vergine del Carmelo di Avila e dottore della Chiesa
15;10;2;san Barses, vescovo di Edessa di Osroene
15;10;3;san Severo, vescovo di Treviri
15;10;4;santa Tecla, badessa di Kitzingen
15;10;5;natale di sant'Edvige, religiosa
15;10;6;beato Gonsalvo da Lagos, sacerdote agostiniano
15;10;7;santa Maddalena, vergine e martire
15;10;8;beato Narciso Basté, sacerdote e martire.
16;10;1;sant'Edvige, religiosa
16;10;2;santa Margherita Maria Alacoque, vergine visitandina
16;10;3;san Longino, martire
16;10;4;sant'Elisio, martire
16;10;5;santi Martiniano e Saturiano, martiri
16;10;6;santi Amando e Iuniano, eremiti
16;10;7;san Gallo, sacerdote e monaco
16;10;8;san Mommolino, vescovo di Noyon
16;10;9;san Lullo, vescovo di Magonza
16;10;10;san Vitale, eremita
16;10;11;san Gauderico, agricoltore
16;10;12;santa Bonita, vergine
16;10;13;sant'Anastasio, monaco
16;10;14;san Bertrando, vescovo di Comminges
16;10;15;beato Gerardo di Chiaravalle, abate di Clairvaux
16;10;16;san Gerardo Maiella, redentorista
16;10;17;beati Aniceto Koplin, cappuccino, e Giuseppe Jankowski, pallottino, sacerdoti e martiri.
17;10;1;sant'Ignazio, vescovo di Antiochia e martire
17;10;2;sant'Osea, profeta
17;10;3;santi Rufo e Zosimo, martiri
17;10;4;santi Martiri volitani
17;10;5;san Giovanni, eremita
17;10;6;san Dulcedio, vescovo di Agen
17;10;7;san Fiorenzo, vescovo di Orange
17;10;8;beato Gilberto, abate di Cîteaux
17;10;9;beato Baldassarre Ravaschieri, sacerdote francescano
17;10;10;san Riccardo Gwyn, martire
17;10;11;beato Pietro della Natività, sacerdote scolopio
17;10;12;transito di santa Margherita Maria Alacoque, vergine
17;10;13;beato Giacomo Burin, sacerdote e martire
17;10;14;beate Maria Natalia di San Luigi e quattro compagne, vergini orsoline e martiri
17;10;15;sant'Isidoro Gagelin, sacerdote e martire
17;10;16;beato Contardo Ferrini
17;10;17;beato Fedele Fuidio Rodríguez, marista e martire
17;10;18;beato Raimondo Stefano Bou Pascual, sacerdote e martire
17;10;19;beata Tarsilla Córdoba Belda, martire.
18;10;1;san Luca, evangelista
18;10;2;sant'Asclepiade, vescovo di Antiochia
18;10;3;santi Procolo, Eutichio e Acuzio, martiri
18;10;4;sant'Amabile, sacerdote
18;10;5;san Monone, martire
18;10;6;san Pietro d'Alcántara, sacerdote, fondatore dei francescani scalzi
18;10;7;passione di sant'Isacco Jogues, gesuita e martire
18;10;8;natale di san Paolo della Croce.
19;10;1;santi Giovanni de Brébeuf, Isacco Jogues, Giovanni de La Lande, Renato Goupil, Gabriele Lalemant, Antonio Daniel, Carlo Garnier e Natale Chabanel, gesuiti, martiri canadesi
19;10;2;san Paolo della Croce, sacerdote, fondatore dei passionisti
19;10;3;san Gioele, profeta
19;10;4;santi Tolomeo, Lucio e altri compagni, martiri
19;10;5;sant'Asterio, martire
19;10;6;santi Sabiniano e Potenziano, vescovi di Sens, martiri
19;10;7;san Varo, martire
19;10;8;san Grato, vescovo di Oloron
19;10;9;sant'Etbino, monaco
19;10;10;san Verano, vescovo di Cavaillon
19;10;11;sant'Aquilino, vescovo di Évreux
19;10;12;santa Fridesvida, vergine
19;10;13;beato Tommaso Hélye, sacerdote
19;10;14;san Filippo Howard, martire
19;10;15;santi Luca Alonso Gorda e Matteo Kohioye, domenicani
19;10;16;beata Agnese di Gesù Galand, vergine domenicana.
20;10;1;san Cornelio, centurione
20;10;2;san Capraio, martire
20;10;3;san Sindolfo, eremita
20;10;4;san Vitale, vescovo di Salisburgo
20;10;5;sant'Andrea, detto il Calibita, monaco e martire
20;10;6;sant'Aderaldo, arcidiacono di Troyes
20;10;7;sant'Adelina, prima badessa di Mortain
20;10;8;beato Giacomo Strepa, francescano arcivescovo di Haly?
20;10;9;santa Maria Bertilla Boscardin, vergine dorotea
20;10;10;beato Giacomo Kern, sacerdote premostratense
20;10;11;sant'Irene, vergine e martire.
21;10;1;santi Dasio, Zotico e Caio, martiri
21;10;2;sant'Orsola e compagne, vergini e martiri
21;10;3;sant'Ilarione, abate
21;10;4;san Malco, monaco
21;10;5;san Severino, vescovo di Bordeaux
21;10;6;santa Celina, madre dei santi vescovi Principio e Remigio
21;10;7;san Viatore, lettore
21;10;8;san Vendelino, eremita
21;10;9;san Mauronto, abate di San Vittore e poi vescovo di Marsiglia
21;10;10;beato Pietro Capucci, sacerdote domenicano
21;10;11;san Pietro Yu Tae-ch'ol, martire.
22;10;1;san Giovanni Paolo II, papa
22;10;2;san Marco, vescovo di Gerusalemme
22;10;3;sant'Abercio, vescovo di Gerapoli di Frigia
22;10;4;santi Filippo, vescovo di Eraclea di Europa, ed Ermete, diacono, martiri
22;10;5;san Mallone, vescovo di Rouen
22;10;6;san Valerio, diacono e martire
22;10;7;san Lupenzio, abate di San Privato
22;10;8;san Leotadio, vescovo di Auch
22;10;9;san Moderanno, vescovo di Rennes, poi abate di Berceto
22;10;10;san Benedetto, eremita
22;10;11;sante Nunilone e Alodia, vergini e martiri
22;10;12;san Donato Scoto, vescovo di Fiesole.
23;10;1;san Giovanni da Capestrano, sacerdote francescano
23;10;2;santi Servando e Germano, martiri
23;10;3;san Teodoreto, sacerdote e martire
23;10;4;san Severino, vescovo di Colonia
23;10;5;san Severino Boezio, martire
23;10;6;san Giovanni, vescovo di Siracusa
23;10;7;san Romano, vescovo di Rouen
23;10;8;san Benedetto, sacerdote
23;10;9;sant'Ignazio, vescovo di Costantinopoli
23;10;10;sant'Efleda, badessa
23;10;11;sant'Allucio, pacificatore dei poveri
23;10;12;beato Giovanni Buono, eremita, fondatore dei giamboniti
23;10;13;beato Giovannangelo Porro, sacerdote servita
23;10;14;beato Tommaso Thwing, sacerdote e martire
23;10;15;beate Maria Clotilde Angela di san Francesco Borgia Paillot e cinque compagne, vergini e martiri
23;10;16;san Paolo T?ng Vi?t B??ng, martire
23;10;17;beato Arnoldo Rèche, lasalliano
23;10;18;beati Ildefonso García, Giustino Cuesta, Eufrasio de Celis, Onorino Carracedo, Tommaso Cuartero e Giuseppe Maria Cuartero, martiri
23;10;19;beato Leonardo Olivera Buera, sacerdote e martire
23;10;20;beati Ambrogio Leone Lorente Vicente, Fiorenzo Martino Ibáñez Lázaro e Onorato Zorraquino Herrero, lasalliani e martiri.
24;10;1;sant'Antonio Maria Claret, arcivescovo di Santiago di Cuba, poi arcivescovo titolare di Traianopoli di Rodope, fondatore dei Missionari Figli del Cuore Immacolato di Maria
24;10;2;santi Ciriaco e Claudiano, martiri
24;10;3;san Proclo, vescovo di Costantinopoli
24;10;4;santi Areta e 340 compagni, martiri
24;10;5;san Senoco, sacerdote
24;10;6;san Martino, diacono e abate
24;10;7;sant'Evergislo, vescovo di Colonia e martire
24;10;8;san Maglorio, vescovo di Dol
24;10;9;san Fromundo, vescovo di Coutances
24;10;10;san Giuseppe Lê D?ng Thi, martire
24;10;11;beato Luigi Guanella, sacerdote, fondatore dei Servi della Carità e delle Figlie di Santa Maria della Divina Provvidenza
24;10;12;beato Giuseppe Baldo, sacerdote, fondatore delle Piccole Figlie di San Giuseppe.
25;10;1;santi Crisante e Daria, martiri
25;10;2;santi Crispino e Crispiniano, martiri
25;10;3;san Miniato, martire
25;10;4;san Frontone, primo vescovo di Périgueux
25;10;5;santi Martirio e Marciano, martiri
25;10;6;san Gaudenzio, vescovo di Brescia
25;10;7;sant'Ilario, vescovo di Mende
25;10;8;santi Frutto, Valentino ed Engrazia, martiri
25;10;9;san Mauro, vescovo di Pécs
25;10;10;san Bernardo Calbò, vescovo di Vic
25;10;11;beato Taddeo McCarthy, vescovo di Cork e Cloyne
25;10;12;beato Recaredo Centelles Abad, sacerdote e martire
25;10;13;beata Maria Teresa Ferragud Roig, martire
25;10;14;beate Maria di Gesù, Maria Veronica e Maria Felicita Masià Ferragud, vergini clarisse cappuccine, e Giuseppa della Purificazione Masià Ferragud, vergine agostiniana scalza, martiri.
26;10;1;santi Luciano e Marciano, martiri
26;10;2;san Ragaziano, sacerdote
26;10;3;sant'Amando, primo vescovo di Strasburgo
26;10;4;san Rustico, vescovo di Narbona
26;10;5;sant'Aptonio, vescovo di Angoulême
26;10;6;san Cedda, vescovo di Londra
26;10;7;sant'Eata, vescovo di Hexham
26;10;8;san Sigebaldo, vescovo di Metz
26;10;9;sant'Albino, primo vescovo di Büraburg
26;10;10;san Beano, vescovo di Mortlach
26;10;11;san Folco, vescovo di Pavia
26;10;12;beato Damiano Furcheri, sacerdote domenicano
26;10;13;beato Bonaventura da Potenza, sacerdote francescano conventuale.
27;10;1;sant'Evaristo, papa
27;10;2;san Trasea, vescovo di Eumenia e martire
27;10;3;san Namazio, vescovo di Clermont
27;10;4;san Gaudioso, vescovo di Napoli
27;10;5;sant'Otturano, monaco
27;10;6;beato Bartolomeo di Breganze, domenicano, vescovo di Limisso, poi di Vicenza, fondatore della Milizia di Gesù Cristo
27;10;7;beato Salvatore Mollar Ventura, francescano e martire.
28;10;1;santi Simone e Giuda, apostoli
28;10;2;san Ferruccio, martire
28;10;3;san Fedele, martire
28;10;4;santi Vincenzo, Sabina e Cristeta, martiri
28;10;5;san Genesio, martire
28;10;6;san Salvio, vescovo di Amiens
28;10;7;san Farone, vescovo di Meaux
28;10;8;san Germano, abate
28;10;9;santi Francesco Serrano, vescovo titolare di Tipasa e vicario apostolico del Fujian, e Gioacchino Royo Pérez, Giovanni Alcober Figuera e Francesco Díaz del Rincón, sacerdoti domenicani, martiri
28;10;10;san Giovanni Ð?t, sacerdote e martire
28;10;11;san Rodrico Aguilar, sacerdote e martire
28;10;12;beato Salvatore Damiano Enguix Garés, padre di famiglia, martire
28;10;13;beato Giuseppe Ruiz Bruitola, sacerdote e martire.
29;10;1;san Feliciano, martire
29;10;2;san Narciso, vescovo di Gerusalemme
29;10;3;sant'Onorato, vescovo di Vercelli
29;10;4;san Zenobio, sacerdote e martire
29;10;5;sant'Abramo, anacoreta
29;10;6;san Giacomo, vescovo di Batne
29;10;7;san Teodario, abate
29;10;8;san Colmano, vescovo di Kilmacduagh
29;10;9;san Dodone, abate
29;10;10;san Gaetano Errico, sacerdote, fondatore dei Missionari dei Sacri Cuori di Gesù e Maria.
30;10;1;san Marciano, primo vescovo di Siracusa
30;10;2;san Serapione, vescovo di Antiochia
30;10;3;sant'Eutropia, martire
30;10;4;san Marcello, martire
30;10;5;santi Claudio, Lupercio e Vittorio, martiri
30;10;6;san Massimo, martire
30;10;7;san Germano, vescovo di Capua
30;10;8;san Gerardo, vescovo di Potenza
30;10;9;beata Benvenuta Boiani, vergine domenicana
30;10;10;beato Giovanni Slade, martire
30;10;11;beato Terenzio Alberto O'Brien, domenicano, vescovo di Emly e martire
30;10;12;sant'Angelo d'Acri, sacerdote cappuccino
30;10;13;beato Giovanni Michele Langevin, sacerdote e martire
30;10;14;beata Maria Restituta Kafka, vergine francescana e martire
30;10;15;beato Alessio Zaryckyj, sacerdote e martire.
31;10;1;sant'Epimachio Pelusiota, martire
31;10;2;san Quintino, martire
31;10;3;san Foillano, abate di Fosses
31;10;4;sant'Antonino, vescovo di Milano
31;10;5;san Volfango, vescovo di Ratisbona
31;10;6;beato Cristoforo di Romagna, sacerdote francescano
31;10;7;beato Tommaso Bellacci da Firenze, francescano
31;10;8;beato Domenico Collins, gesuita e martire
31;10;9;sant'Alfonso Rodríguez, gesuita
31;10;10;beato Leone Nowakowski, sacerdote e martire.
01;11;1;solennità di tutti i santi
01;11;2;san Cesario, diacono e martire
01;11;3;san Benigno, sacerdote e martire
01;11;4;sant'Austremonio, primo vescovo dell'Alvernia
01;11;5;santi Giovanni, vescovo di Hormizd Ardashir e Giacomo, martiri
01;11;6;san Marcello, vescovo di Parigi
01;11;7;san Romolo, sacerdote e abate
01;11;8;san Severino, monaco
01;11;9;san Magno, vescovo di Milano
01;11;10;san Vigore, vescovo di Bayeux
01;11;11;san Licinio, vescovo di Angers
01;11;12;san Maturino, sacerdote
01;11;13;sant'Audomaro, vescovo di Thérouanne
01;11;14;beato Ranieri d'Arezzo, religioso francescano
01;11;15;san Nonio Álvares Pereira, carmelitano
01;11;16;beati Pietro Paolo Navarro, Dionigi Fujishima, Pietro Onizucha Sandayn e Clemente Kyuemon, martiri
01;11;17;santi Girolamo Hermosilla, Valentino Berrio Ochoa e Pietro Almató Ribera, martiri domenicani
01;11;18;beato Ruperto Mayer, sacerdote gesuita
01;11;19;beato Teodoro Giorgio Romža, vescovo di Muka?evo e martire.
02;11;1;commemorazione di tutti i fedeli defunti
02;11;2;san Vittorino, vescovo di Petovio
02;11;3;san Giusto, martire
02;11;4;santi Carterio, Stiriaco, Tobia, Eudosio, Agapio e compagni, martiri
02;11;5;santi Acindino, Pegasio, Aftonio, Elpidero, Anempodisto e molti altri, martiri
02;11;6;san Marciano, eremita
02;11;7;sant'Ambrogio, abate di Agauno
02;11;8;santa Winefreda, vergine
02;11;9;san Giorgio, vescovo di Vienne
02;11;10;san Malachia, vescovo di Down
02;11;11;beata Margherita di Lorena, duchessa di Alençon, vedova
02;11;12;beato Giovanni Bodey, martire
02;11;13;beato Pio di San Luigi, passionista.
03;11;1;san Martino de Porres, religioso domenicano
03;11;2;santi Germano, Teofilo e Cirillo, martiri
03;11;3;san Libertino, vescovo di Agrigento e martire
03;11;4;san Papulo, martire
03;11;5;santi Valentino e Ilario, martiri
03;11;6;san Guenaele, abate di Landévennec
03;11;7;santa Silvia, madre di san Gregorio Magno
03;11;8;san Donnino, vescovo di Vienne
03;11;9;san Pirmino, abate-vescovo di Reichenau e di Murbach
03;11;10;san Giovanniccio, monaco
03;11;11;sant'Odrade, vergine
03;11;12;sant'Ermengaudio, vescovo di Urgell
03;11;13;san Berardo, vescovo di Teramo
03;11;14;beata Alpaide, vergine
03;11;15;sant'Ida, reclusa
03;11;16;beato Simone Balacchi, religioso domenicano
03;11;17;natale di san Carlo Borromeo
03;11;18;santo Pietro Francesco Néron, sacerdote e martire.
04;11;1;san Carlo Borromeo, cardinale, vescovo di Milano
04;11;2;santi Vitale e Agricola, martiri
04;11;3;santi Nicandro ed Ermete, martiri
04;11;4;san Pierio, sacerdote alessandrino
04;11;5;sant'Amanzio, primo vescovo di Rodez
04;11;6;san Perpetuo, vescovo di Maastricht
04;11;7;santa Modesta, badessa di Öhren
04;11;8;sant'Emerico, principe d'Ungheria
04;11;9;beata Elena Enselmini, vergine clarissa
04;11;10;san Felice di Valois, fondatore dei trinitari
04;11;11;beata Francesca d'Amboise, vedova carmelitana.
05;11;1;san Donnino, martire
05;11;2;santi Teotimo, Filoteo e Timoteo, martiri
05;11;3;santa Bertilla, prima badessa del monastero di Chelles
05;11;4;san Fibicio, vescovo di Treviri
05;11;5;san Guetnoco
05;11;6;san Geraldo, vescovo di Béziers
05;11;7;beato Gomidas Keumurdjian, sacerdote e martire
05;11;8;san Domenico M?u, sacerdote domenicano e martire
05;11;9;san Guido Maria Conforti, arcivescovo di Ravenna, poi titolare di Stauropoli e di Parma, fondatore dei saveriani
05;11;10;beato Giovanni Antonio Burró Mas, religioso Fatebenefratelli e martire
05;11;11;beata Maria del Monte Carmelo Viel Ferrando, vergine e martire
05;11;12;beato Narciso Putz, sacerdote e martire
05;11;13;beato Bernardo Lichtenberg, sacerdote e martire
05;11;14;beato Gregorio Lakota, vescovo titolare di Daonio e ausiliare di Przemy?l, Sambor e Sanok, martire.
06;11;1;san Felice, martire
06;11;2;san Melanio, vescovo di Rennes
06;11;3;sant'Iltuto, abate
06;11;4;san Leonardo, eremita
06;11;5;santi Callinico, Imerio, Teodoro, Stefano, Pietro, Paolo, un altro Teodoro, Giovanni, un altro Giovanni e compagni, martiri
06;11;6;san Severo, vescovo di Barcellona
06;11;7;san Protasio, vescovo di Losanna
06;11;8;san Vinnoco, abate
06;11;9;santo Stefano, vescovo di Apt
06;11;10;san Teobaldo, ostiario
06;11;11;beata Cristina di Stommeln, vergine.
07;11;1;san Prosdocimo, primo vescovo di Padova
07;11;2;sant'Atenodoro, vescovo di Neocesarea o di Amasea
07;11;3;sant'Amaranto, martire
07;11;4;santi Ierone e compagni, martiri
07;11;5;sant'Ercolano, vescovo di Perugia e martire
07;11;6;san Baldo, vescovo di Tours
07;11;7;san Cungaro, abate
07;11;8;san Fiorenzo, vescovo di Strasburgo
07;11;9;san Villibrordo, vescovo di Utrecht
07;11;10;san Lazzaro, stilita
07;11;11;sant'Engelberto, vescovo di Colonia
07;11;12;beato Antonio Baldinucci, sacerdote gesuita
07;11;13;santi Giacinto Castañeda e Vincenzo Lê Quang Liêm, sacerdoti domenicani e martiri
07;11;14;san Pietro Wu Guosheng, catechista e martire
07;11;15;san Vincenzo Grossi, sacerdote, fondatore delle Figlie dell'Oratorio.
08;11;1;santi Semproniano, Claudio, Nicostrato, Castorio e Simplicio, martiri
08;11;2;san Chiaro, sacerdote
08;11;3;sant'Adeodato I, papa
08;11;4;san Villeado, vescovo di Brema
08;11;5;san Goffredo, vescovo di Amiens
08;11;6;beato Ugo de Glazinis, monaco di San Vittore
08;11;7;beato Giovanni Duns Scoto, sacerdote francescano
08;11;8;beata Maria Crocifissa Satellico, badessa clarissa
08;11;9;santi Giuseppe Nguy?n Ðình Nghi, Paolo Nguy?n Ngân, Martino T? Ð?c Th?nh, Martino Th? e Giovanni Battista Còn, martiri.
09;11;1;festa della dedicazione della basilica lateranense
09;11;2;sant'Ursino, primo vescovo di Bourges
09;11;3;sant'Agrippino, vescovo di Napoli
09;11;4;san Vitone, vescovo di Verdun
09;11;5;sante Eustolia e Sopatra, vergini
09;11;6;san Giorgio, vescovo di Lodève
09;11;7;beata Giovanna, vergine
09;11;8;beato Gabriele Ferretti, sacerdote francescano
09;11;9;beato Ludovico Morbioli
09;11;10;beato Grazia da Cattaro, religioso agostiniano
09;11;11;beato Giorgio Napper, sacerdote e martire
09;11;12;santa Elisabetta della Trinità, vergine carmelitana scalza
09;11;13;beato Enrico Hlebowicz, sacerdote e martire
09;11;14;beato Luigi Beltrame Quattrocchi, padre di famiglia.
10;11;1;san Leone I Magno, papa e dottore della Chiesa
10;11;2;san Demetrio, vescovo di Antiochia
10;11;3;sant'Oreste, martire
10;11;4;san Probo, vescovo di Ravenna
10;11;5;santi Narsete e Giuseppe, martiri
10;11;6;san Giusto, vescovo di Canterbury
10;11;7;san Baudolino, eremita
10;11;8;sant'Andrea Avellino, sacerdote teatino
10;11;9;beato Acisclo Piña Piazuelo, religioso fatebenefratelli e martire.
11;11;1;san Martino, vescovo di Tours
11;11;2;san Menna, martire
11;11;3;san Verano, vescovo di Vence
11;11;4;san Menna, eremita
11;11;5;san Giovanni, detto l'Elemosiniere, vescovo di Alessandria
11;11;6;san Bertuino, vescovo e abate
11;11;7;san Teodoro Studita, abate
11;11;8;san Bartolomeo, abate di Grottaferrata
11;11;9;santa Marina di Omura, vergine e martire
11;11;10;beata Alice Kotowska, vergine risurrezionista e martire
11;11;11;beato Eugenio del Sacro Cuore Bossilkov, passionista, vescovo di Nicopoli e martire.
12;11;1;san Giosafat Kuncewycz, vescovo di Polack e martire
12;11;2;san Nilo, abate
12;11;3;san Macario, vescovo di Mull
12;11;4;sant'Esichio, vescovo di Vienne
12;11;5;sant'Emiliano, sacerdote
12;11;6;san Cuniberto, vescovo di Colonia
12;11;7;san Livino, sacerdote e monaco
12;11;8;santi Benedetto, Giovanni, Matteo e Isacco, martiri
12;11;9;beato Giovanni Cini, detto della Pace, terziario francescano
12;11;10;san Diego, religioso francescano
12;11;11;san Margarito Flores, sacerdote e martire
12;11;12;beato Giuseppe Medes Ferrìs, martire.
13;11;1;santi Antonino, Niceforo, Zebina, Germano e Manatha, martiri
13;11;2;san Mitrio, martire
13;11;3;san Brizio, vescovo di Tours
13;11;4;santi Arcadio, Pascasio, Probo ed Eutichiano, martiri
13;11;5;san Leoniano, abate
13;11;6;san Quinziano, vescovo di Rodez e poi di Clermont
13;11;7;san Fiorenzo, vescovo di Città di Castello
13;11;8;san Dalmazio, vescovo di Rodez
13;11;9;sant'Imerio, eremita
13;11;10;sant'Eugenio, vescovo di Toledo
13;11;11;Santa Maxellendis, vergine e martire
13;11;12;san Niccolò I, papa
13;11;13;sant'Abbone, abate di Fleury
13;11;14;beato Warmondo, vescovo di Ivrea
13;11;15;sant'Omobono
13;11;16;sant'Agostina Pietrantoni, vergine delle Suore della Carità
13;11;17;beato Giovanni Gonga Martínez, martire
13;11;18;beata Maria del Patrocinio di San Giovanni Giner Gomis, vergine claretiana e martire
13;11;19;beati Pietro Vi?ev, Paolo Dzidzov e Giosafat Siskov, sacerdoti assunzionisti e martiri.
14;11;1;san Teodoto, martire
14;11;2;sant'Ipazio, vescovo di Gangra
14;11;3;san Rufo, vescovo di Avignone
14;11;4;san Dubricio, vescovo di Llandaff e abate
14;11;5;san Giovanni, camaldolese, vescovo di Traù
14;11;6;san Lorenzo O'Toole, vescovo di Dublino
14;11;7;san Siardo, abate premostratense
14;11;8;beato Serapione, martire mercedario
14;11;9;santi Nicola Taveli?, Deodato Aribert, Stefano da Cuneo e Pietro da Narbona, martiri francescani
14;11;10;beato Giovanni Liccio, sacerdote domenicano
14;11;11;santo Stefano Teodoro Cuenot, vescovo titolare di Metellopoli e vicario apostolico della Cocincina, martire.
15;11;1;sant'Alberto Magno, domenicano, vescovo di Ratisbona e dottore della Chiesa
15;11;2;santi Fidenziano, Valeriana, Vittoria e compagni, martiri
15;11;3;santi Guria e Samona, martiri
15;11;4;san Felice, vescovo di Nola
15;11;5;san Macuto, vescovo di Aleth
15;11;6;san Desiderio, vescovo di Cahors
15;11;7;santi Marino, vescovo, e Aniano, martiri
15;11;8;san Sidonio, abate
15;11;9;san Fintano
15;11;10;san Leopoldo, detto il Pio, margravio d'Austria
15;11;11;beati Ugo Faringdon, Giovanni Eynon e Giovanni Rugg, martiri benedettini
15;11;12;beati Riccardo Whiting, Roger James e Giovanni Thorne, martiri benedettini
15;11;13;beata Lucia Broccatelli, terziaria domenicana
15;11;14;beato Caio Coreano, catechista e martire
15;11;15;santi Rocco González e Alfonso Rodríguez, gesuiti e martiri
15;11;16;san Giuseppe Pignatelli, sacerdote gesuita
15;11;17;san Giuseppe Mkasa Balikuddembè, martire
15;11;18;san Raffaele di San Giuseppe, sacerdote carmelitano.
16;11;1;santa Margherita, regina di Scozia
16;11;2;santa Gertrude di Helfta, detta la Grande
16;11;3;santi Agostino e Felicita, martiri
16;11;4;santi Leocadio e Lusore, martiri
16;11;5;sant'Eucherio, vescovo di Lione
16;11;6;sant'Otmaro, abate di San Gallo
16;11;7;sant'Emiliano, eremita
16;11;8;beato Simeone, abate di Cava
16;11;9;sant'Edmondo Rich, vescovo di Canterbury
16;11;10;sant'Agnese, vergine
16;11;11;beato Edoardo Osbaldeston, sacerdote e martire.
17;11;1;sant'Elisabetta d'Ungheria
17;11;2;san Gregorio, detto il Taumaturgo, vescovo di Neocesarea
17;11;3;santi Alfeo e Zaccheo, martiri
17;11;4;sant'Acisclo, martire
17;11;5;sant'Aniano, vescovo di Orléans
17;11;6;san Namazio, vescovo di Vienne
17;11;7;san Gregorio, vescovo di Tours
17;11;8;sant'Ilda, badessa
17;11;9;san Fiorino, sacerdote
17;11;10;san Lazzaro, monaco
17;11;11;sant'Ugo, abate cistercense
17;11;12;sant'Ugo, certosino, vescovo di Lincoln
17;11;13;beata Salomea, regina di Galizia
17;11;14;san Giovanni de Castillo, sacerdote gesuita e martire
17;11;15;santi Giordano Ansalone, Tommaso Hioji Kokuzayemon Nishi, sacerdoti domenicani, martiri
17;11;16;beato Lupo Sebastiano Hunot, sacerdote e martire
17;11;17;beato Giosafat Kocylovs'kyj, basiliano, vescovo di Przemy?l, Sambor e Sanok e martire.
18;11;1;dedicazione delle basiliche di San Pietro e San Paolo
18;11;2;san Romano, diacono e martire
18;11;3;san Patroclo, sacerdote ed eremita
18;11;4;san Maudeto, abate
18;11;5;san Romacario, vescovo di Coutances
18;11;6;san Teofredo, abate e martire
18;11;7;sant'Oddone, abate di Cluny
18;11;8;beati Leonardo Rimura, Andrea Murayama Tokuan, Cosma Takeya, Giovanni Yoshida Shoun e Domenico Jorge, martiri
